bbs-business,0.007346272433171466
bbs-frontpage,0.000525182619260089
bbs-health,0.007346272433171466
bbs-living,0.001050365238520178
bbs-local,0.001050365238520178
bbs-misc,0.000525182619260089
bbs-msn-news,0.005003823289061403
bbs-msn-sports,0.0077201845031233075
bbs-news,0.0007002434923467852
bbs-on-air,0.003851339207907319
bbs-opinion,0.0019256696039536595
bbs-sports,0.005146789668748871
bbs-summary,0.007522231054325274
bbs-tech,0.005718655187498746
bbs-weather,0.007346272433171466
business-bbs,0.007346272433171466
business-frontpage,0.00857798278124812
business-health,0.0004514727779604273
business-living,0.007352556669641245
business-local,0.00428899139062406
business-misc,0.005146789668748871
business-msn-news,0.00428899139062406
business-msn-sports,0.00857798278124812
business-news,0.00857798278124812
business-on-air,0.0004514727779604273
business-opinion,0.007148318984373433
business-sports,0.0077201845031233075
business-summary,0.00857798278124812
business-tech,0.00428899139062406
business-weather,0.001979534487980335
frontpage-bbs,0.000525182619260089
frontpage-business,0.00857798278124812
frontpage-health,0.0015801547228614956
frontpage-living,0.007352556669641245
frontpage-local,0.005146789668748871
frontpage-misc,0.00857798278124812
frontpage-msn-news,0.00428899139062406
frontpage-msn-sports,0.006862386224998496
frontpage-news,0.00857798278124812
frontpage-on-air,0.00857798278124812
frontpage-opinion,0.007386596283852548
frontpage-sports,0.0077201845031233075
frontpage-summary,0.0020587158674995488
frontpage-tech,0.005146789668748871
frontpage-weather,0.0027449544899993982
health-bbs,0.007346272433171466
health-business,0.0004514727779604273
health-frontpage,0.0015801547228614956
health-living,0.002031627500821923
health-local,0.0014789625484910552
health-misc,0.0014789625484910552
health-msn-news,0.001715596556249624
health-msn-sports,0.001774755058189266
health-news,0.000677209166940641
health-on-air,0.0004514727779604273
health-opinion,0.000887377529094633
health-sports,0.0018058911118417093
health-summary,0.0006862386224998496
health-tech,0.001715596556249624
health-weather,0.0053242651745677985
living-bbs,0.001050365238520178
living-business,0.007352556669641245
living-frontpage,0.007352556669641245
living-health,0.002031627500821923
living-local,0.00857798278124812
living-misc,0.002708836667762564
living-msn-news,0.00047655459895822884
living-msn-sports,0.0018058911118417093
living-news,0.0022573638898021366
living-on-air,0.00857798278124812
living-opinion,0.006910041684894319
living-sports,0.00857798278124812
living-summary,0.005718655187498746
living-tech,0.002450852223213748
living-weather,0.0016496120733169462
local-bbs,0.001050365238520178
local-business,0.00428899139062406
local-frontpage,0.005146789668748871
local-health,0.0014789625484910552
local-living,0.00857798278124812
